과목명,교수,전공,학년,학수번호,강의실,요일,강의시간
대학영어1, 이소영, 전체,9,BKSA16970,산학220,목,07-09
대학영어1, 이소영, 전체,9,BKSA16970,산학220,화,07-09
대학영어1, 이소영, 전체,9,BKSA16970,산학220,목,04-06
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,월,01-03
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,수,01-03
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,화,01-03
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,목,01-03
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,수,04-06
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,금,01-03
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,월,04-06
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,수,10-12
대학영어1, 맥키, 전체,9,BKSA16970,산학201,화,10-12
대학영어1, 맥키, 전체,9,BKSA16970,산학201,목,10-12
대학영어1, 맥키, 전체,9,BKSA16970,산학201,월,13-15
대학영어1, 맥키, 전체,9,BKSA16970,산학201,수,13-15
대학영어1, 맥키, 전체,9,BKSA16970,산학201,월,16-18
대학영어1, 맥키, 전체,9,BKSA16970,산학201,수,16-18
대학영어1, 맥키, 전체,9,BKSA16970,산학201,월,07-09
대학영어1, 맥키, 전체,9,BKSA16970,산학201,수,07-09
대학영어1, 조지, 전체,9,BKSA16970,산학210,화,04-06
대학영어1, 조지, 전체,9,BKSA16970,산학210,목,04-06
대학영어1, 조지, 전체,9,BKSA16970,산학210,화,07-09
대학영어1, 조지, 전체,9,BKSA16970,산학210,목,07-09
대학영어1, 조지, 전체,9,BKSA16970,산학210,월,04-06
대학영어1, 조지, 전체,9,BKSA16970,산학210,수,07-09
대학영어1, 조지, 전체,9,BKSA16970,산학210,수,13-15
대학영어1, 조지, 전체,9,BKSA16970,산학210,금,13-15
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,화,07-09
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,목,07-09
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,수,13-15
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,금,04-06
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,월,10-12
대학영어1, 션패트릭스토리, 전체,9,BKSA16970,산학217,목,10-12
대학영어1, 맥키, 전체,9,BKSA16970,산학201,화,04-06
대학영어1, 맥키, 전체,9,BKSA16970,산학201,목,04-06
대학영어1, 맥키, 전체,9,BKSA16970,산학201,화,13-15
대학영어1, 맥키, 전체,9,BKSA16970,산학201,목,13-15
대학영어1, 맥키, 전체,9,BKSA16970,산학201,화,16-18
대학영어1, 맥키, 전체,9,BKSA16970,산학201,목,16-18
대학영어1, 조지, 전체,9,BKSA16970,산학210,월,01-03
대학영어1, 조지, 전체,9,BKSA16970,산학210,수,01-03
대학영어1, 조지, 전체,9,BKSA16970,산학210,수,04-06
대학영어1, 조지, 전체,9,BKSA16970,산학210,금,04-06
대학영어1, 조지, 전체,9,BKSA16970,산학210,화,01-03
대학영어1, 조지, 전체,9,BKSA16970,산학210,목,01-03
대학영어1, 조지, 전체,9,BKSA16970,산학210,수,16-18
대학영어1, 조지, 전체,9,BKSA16970,산학210,금,10-12
대학영어1, 구경서," 신산업융합학과, K뷰티산업융합학과",9,BKSA16970,종강202,수,19-21
대학영어1, 구경서," 신산업융합학과, K뷰티산업융합학과",9,BKSA16970,공B552,토,15-19
창조적사고와표현, 이명희, 전체,9,BKSA39797,산학107,화,01-06
창조적사고와표현, 이명희, 전체,9,BKSA39797,산학107,수,01-06
창조적사고와표현, 이명희, 전체,9,BKSA39797,산학107,목,01-06
창조적사고와표현, 남원진, 전체,9,BKSA39797,산학216,화,07-12
창조적사고와표현, 남원진, 전체,9,BKSA39797,산학216,화,13-18
창조적사고와표현, 남원진, 전체,9,BKSA39797,산학216,수,07-12
창조적사고와표현, 남원진, 전체,9,BKSA39797,산학216,수,13-18
창조적사고와표현, 정영진, 전체,9,BKSA39797,산학213,목,01-06
창조적사고와표현, 정영진, 전체,9,BKSA39797,산학216,화,01-06
창조적사고와표현, 정영진, 전체,9,BKSA39797,산학213,수,01-06
창조적사고와표현, 정영진, 전체,9,BKSA39797,산학211,목,13-18
창조적사고와표현, 권도경, 전체,9,BKSA39797,산학208,금,01-06
창조적사고와표현, 권도경, 전체,9,BKSA39797,산학208,금,13-18
창조적사고와표현, 김민수, 전체,9,BKSA39797,산학216,목,01-06
창조적사고와표현, 김민수, 전체,9,BKSA39797,산학216,금,13-18
창조적사고와표현, 김혜미, 전체,9,BKSA39797,산학216,금,01-06
창조적사고와표현, 김혜미, 전체,9,BKSA39797,산학216,금,07-12
창조적사고와표현, 이명희, 전체,9,BKSA39797,산학107,금,01-06
창조적사고와표현, 김효재, 전체,9,BKSA39797,산학216,목,07-12
창조적사고와표현, 미배정, 전체,9,BKSA39797,산학208,월,07-12
창조적사고와표현, 오정미, 전체,9,BKSA39797,산학211,금,07-12
창조적사고와표현, 오정미, 전체,9,BKSA39797,산학211,금,13-18
창조적사고와표현, 김효재, 전체,9,BKSA39797,산학216,목,13-18
창조적사고와표현, 황주하, 전체,9,BKSA39797,산학212,화,13-18
비판적사고와토론, 이승진, 전체,9,BKSA39798,산학221,월,07-12
비판적사고와토론, 이승진, 전체,9,BKSA39798,산학221,수,07-12
비판적사고와토론, 이승진, 전체,9,BKSA39798,산학221,금,07-12
비판적사고와토론, 이관후, 전체,9,BKSA39798,산학213,화,13-18
비판적사고와토론, 박종성, 전체,9,BKSA39798,산학216,월,07-12
비판적사고와토론, 박종성, 전체,9,BKSA39798,산학216,월,13-18
비판적사고와토론, 박종성, 전체,9,BKSA39798,산학218,금,01-06
비판적사고와토론, 이원혁, 전체,9,BKSA39798,산학211,목,01-06
비판적사고와토론, 이원혁, 전체,9,BKSA39798,산학211,목,07-12
비판적사고와토론, 이원혁, 전체,9,BKSA39798,산학211,화,07-12
비판적사고와토론, 미배정, 전체,9,BKSA39798,산학212,화,01-06
비판적사고와토론, 미배정, 전체,9,BKSA39798,산학212,수,01-06
비판적사고와토론, 김범춘, 전체,9,BKSA39798,산학218,월,07-12
비판적사고와토론, 김범춘, 전체,9,BKSA39798,산학218,금,07-12
비판적사고와토론, 김화성, 전체,9,BKSA39798,산학222,금,07-12
비판적사고와토론, 조은평, 전체,9,BKSA39798,산학221,목,07-12
비판적사고와토론, 양선진, 전체,9,BKSA39798,산학221,월,13-18
비판적사고와토론, 김민수," 신산업융합학과, K뷰티산업융합학과",9,BKSA39798,산학215,토,09-14
비판적사고와토론, 김민수," 신산업융합학과, K뷰티산업융합학과",9,BKSA39798,산학215,토,01-06
인문사회글쓰기, 이관후, 전체,9,BKSA51401,산학213,월,13-18
인문사회글쓰기, 이관후, 전체,9,BKSA51401,산학213,화,01-06
인문사회글쓰기, 권도경, 전체,9,BKSA51401,산학210,목,13-18
인문사회글쓰기, 권도경, 전체,9,BKSA51401,산학208,금,07-12
인문사회글쓰기, 오채운, 전체,9,BKSA51401,산학218,월,13-18
인문사회글쓰기, 오채운, 전체,9,BKSA51401,산학218,목,13-18
과학기술글쓰기, 이종필, 전체,9,BKSA51402,산학107,화,07-12
과학기술글쓰기, 이종필, 전체,9,BKSA51402,산학107,화,13-18
과학기술글쓰기, 이종필, 전체,9,BKSA51402,산학107,목,07-12
과학기술글쓰기, 이종필, 전체,9,BKSA51402,산학107,목,13-18
진로설계와직업탐색, 미배정, 전체,9,BKSA54991,종강102,월,09-12
진로설계와직업탐색, 미배정, 전체,9,BKSA54991,종강102,월,13-16
진로설계와직업탐색, 미배정, 전체,9,BKSA54991,종강102,화,09-12
진로설계와직업탐색, 미배정, 전체,9,BKSA54991,종강102,화,13-16
기업직무분석및역량개발, 미배정, 전체,9,BKSA54992,종강102,수,05-08
기업직무분석및역량개발, 미배정, 전체,9,BKSA54992,종강102,수,09-12
실전취업특강, 미배정, 전체,9,BKSA54994,종강102,목,05-08
실전취업특강, 미배정, 전체,9,BKSA54994,종강102,목,09-12
대학중국어, 손염홍, 전체,9,BKSA56289,산학207,화,07-12
대학중국어, 손염홍, 전체,9,BKSA56289,산학207,수,07-12
대학중국어, 손염홍, 전체,9,BKSA56289,산학207,목,07-12
대학중국어, 박대훈, 전체,9,BKSA56289,산학208,수,13-18
대학중국어, 손염홍, 전체,9,BKSA56289,산학207,화,01-06
대학중국어, 정중석, 전체,9,BKSA56289,산학207,목,01-06
대학중국어, 손염홍," 신산업융합학과, K뷰티산업융합학과",9,BKSA56289,산학215,토,15-19
컴퓨팅적사고, 김현정, 전체,9,BKSA56558,새304,화,01-06
컴퓨팅적사고, 김현정, 전체,9,BKSA56558,새304,수,01-06
컴퓨팅적사고, 김현정, 전체,9,BKSA56558,새304,화,07-12
컴퓨팅적사고, 오경선, 전체,9,BKSA56558,새301,월,07-12
컴퓨팅적사고, 오경선, 전체,9,BKSA56558,새301,수,07-12
컴퓨팅적사고, 오경선, 전체,9,BKSA56558,새301,목,07-12
컴퓨팅적사고, 오경선, 전체,9,BKSA56558,새301,수,13-18
컴퓨팅적사고, 오미자, 전체,9,BKSA56558,산학320,화,07-12
컴퓨팅적사고, 문영인, 전체,9,BKSA56558,새301,수,01-06
컴퓨팅적사고, 문영인, 전체,9,BKSA56558,새304,월,13-18
컴퓨팅적사고, 문영인, 전체,9,BKSA56558,새304,수,13-18
컴퓨팅적사고, 박기서, 전체,9,BKSA56558,산학320,월,01-06
컴퓨팅적사고, 박기서, 전체,9,BKSA56558,새301,금,01-06
컴퓨팅적사고, 박기서, 전체,9,BKSA56558,새304,화,13-18
컴퓨팅적사고, 박인숙, 전체,9,BKSA56558,산학320,금,01-06
컴퓨팅적사고, 박인숙, 전체,9,BKSA56558,산학320,금,07-12
컴퓨팅적사고, 신인수, 전체,9,BKSA56558,산학320,화,01-06
컴퓨팅적사고, 신인수, 전체,9,BKSA56558,새301,월,13-18
컴퓨팅적사고, 황숙희, 전체,9,BKSA56558,산학320,목,13-18
컴퓨팅적사고, 황숙희, 전체,9,BKSA56558,새303,화,13-18
컴퓨팅적사고, 김덕은, 전체,9,BKSA56558,산학320,월,07-12
컴퓨팅적사고, 김덕은, 전체,9,BKSA56558,산학320,월,13-18
컴퓨팅적사고, 한성훈, 전체,9,BKSA56558,산학320,목,01-06
컴퓨팅적사고, 한성훈, 전체,9,BKSA56558,산학320,목,07-12
컴퓨팅적사고, 신인수, 전체,9,BKSA56558,새304,월,01-06
컴퓨팅적사고, 강호석, 전체,9,BKSA56558,새301,목,01-06
컴퓨팅적사고, 서희원, 전체,9,BKSA56558,새304,금,07-12
컴퓨팅적사고, 서희원, 전체,9,BKSA56558,새304,금,13-18
컴퓨팅적사고, 신인수, 전체,9,BKSA56558,새304,월,07-12
컴퓨팅적사고, 조성우, 전체,9,BKSA56558,산학320,수,01-06
외국계기업취업실전전략, 미배정, 전체,9,BKSA59400,종강102,월,05-08
현장실습직무이해및커리어플랜, 엄상호, 전체,9,BKSA61046,산학222,수,01-04
현장실습직무이해및커리어플랜, 엄상호, 전체,9,BKSA61046,산학222,수,05-08
면접과PT스피치실습, 손미나, 전체,9,BKSA61324,산학214,목,09-12
면접과PT스피치실습, 손미나, 전체,9,BKSA61324,산학221,목,13-16
프로그래밍을통한문제해결, 김현정, 전체,9,BKSA61327,새304,수,07-12
프로그래밍을통한문제해결, 문영인, 전체,9,BKSA61327,새301,월,01-06
프로그래밍을통한문제해결, 박인숙, 전체,9,BKSA61327,산학320,수,07-12
프로그래밍을통한문제해결, 박인숙, 전체,9,BKSA61327,산학320,수,13-18
프로그래밍을통한문제해결, 김택헌, 전체,9,BKSA61327,새303,금,01-06
프로그래밍을통한문제해결, 김택헌, 전체,9,BKSA61327,새303,금,07-12
프로그래밍을통한문제해결, 김택헌, 전체,9,BKSA61327,새303,목,13-18
프로그래밍을통한문제해결, 김택헌, 전체,9,BKSA61327,새303,금,13-18
프로그래밍을통한문제해결, 조승철, 전체,9,BKSA61327,새301,금,07-12
프로그래밍을통한문제해결, 조승철, 전체,9,BKSA61327,새301,금,13-18
프로그래밍을통한문제해결, 조승철, 전체,9,BKSA61327,새303,월,13-18
프로그래밍을통한문제해결, 강호석, 전체,9,BKSA61327,새301,화,13-18
프로그래밍을통한문제해결, 조성우, 전체,9,BKSA61327,새303,수,13-18
프로그래밍을통한문제해결, 양숙희, 전체,9,BKSA61327,새303,월,01-06
프로그래밍을통한문제해결, 양숙희, 전체,9,BKSA61327,새303,월,07-12
프로그래밍을통한문제해결, 이화주, 전체,9,BKSA61327,새303,목,01-06
프로그래밍을통한문제해결, 이화주, 전체,9,BKSA61327,새303,목,07-12
프로그래밍을통한문제해결, 장은실, 전체,9,BKSA61327,새301,화,01-06
프로그래밍을통한문제해결, 장은실, 전체,9,BKSA61327,새301,화,07-12
프로그래밍을통한문제해결, 진동욱, 전체,9,BKSA61327,새304,목,01-06
프로그래밍을통한문제해결, 진동욱, 전체,9,BKSA61327,새304,목,13-18
프로그래밍을통한문제해결, 최수경, 전체,9,BKSA61327,새303,수,01-06
프로그래밍을통한문제해결, 최수경, 전체,9,BKSA61327,새303,수,07-12
프로그래밍을통한문제해결, 최희식, 전체,9,BKSA61327,새303,화,01-06
프로그래밍을통한문제해결, 최희식, 전체,9,BKSA61327,새303,화,07-12
대학일본어, 최정민, 전체,9,BKSA61350,산학212,목,01-06
대학일본어, 최정민, 전체,9,BKSA61350,산학212,목,07-12
대학일본어, 박경애, 전체,9,BKSA61350,산학218,수,01-06
대학일본어, 박경애, 전체,9,BKSA61350,산학218,화,07-12
대학스페인어, 신태식, 전체,9,BKSA61351,산학219,목,07-12
대학스페인어, 신태식, 전체,9,BKSA61351,산학219,금,13-18
대학도이치어, 송휘재, 전체,9,BKSA61352,산학211,월,13-18
대학도이치어, 송휘재, 전체,9,BKSA61352,산학211,화,13-18
대학프랑스어, 박하성, 전체,9,BKSA61353,산학213,목,13-18
대학프랑스어, 박하성, 전체,9,BKSA61353,산학213,금,07-12
대학프랑스어, 박하성, 전체,9,BKSA61353,산학213,금,13-18
과학기술글쓰기(국제), 박수경, 전체,9,BKSA62571,산학213,수,07-12
비판적사고와토론(국제), 강지은, 전체,9,BKSA62572,산학212,금,07-12
비판적사고와토론(국제), 강지은, 전체,9,BKSA62572,산학212,금,13-18
인문사회글쓰기(국제), 손상미, 전체,9,BKSA62573,산학218,화,13-18
인문사회글쓰기(국제), 손상미, 전체,9,BKSA62573,산학218,목,07-12
한국어기초글쓰기와표현, 최수진, 전체,9,BKSA62574,종강204,수,07-12
한국어기초글쓰기와표현, 이연주, 전체,9,BKSA62574,산학219,목,01-06
한국어기초글쓰기와표현, 박혜란, 전체,9,BKSA62574,산학208,화,13-18
한국어기초학습대화, 박혜란, 전체,9,BKSA62575,산학208,목,13-18
창조적사고와표현(국제), 황주하, 전체,9,BKSA62576,산학213,화,07-12
STARTUP BASE CAMP, 김지연, 전체,9,BKSA63100,종강202,목,13-16
비즈니스모델," 방혜민, 임교순", 전체,9,BKSA63104,산학221,화,07-12
창업의기회, 이자현, 전체,9,BKSA63109,종강208,월,01-04
창업트렌드와융복합적사고, 이정협, 전체,9,BKSA63112,종강209,목,13-18
창업트렌드와융복합적사고, 이화자," 신산업융합학과, K뷰티산업융합학과",9,BKSA63112,산학202,토,09-14
창업트렌드와융복합적사고, 백상운," 신산업융합학과, K뷰티산업융합학과",9,BKSA63112,산학202,토,01-06
PATH, 이소영, 전체,9,BKSA63121,산학220,수,03-08
컴퓨터의이해와활용," 김의찬, 최수진", 전체,9,BKSA64305,새504,수,01-06
컴퓨터의이해와활용," 김의찬, 최수진", 전체,9,BKSA64305,새504,수,13-18
컴퓨터의이해와활용," 박혜란, 김룡빈", 전체,9,BKSA64305,산학320,금,13-18
커리어설계실습과코칭, 이우곤, 전체,9,BKSA66020,산학222,금,13-16
한국현대사회의이해, 박대훈, 전체,9,BKSA66040,산학214,금,13-18
한국현대문화예술의이해," 김홍태, 서정현", 전체,9,BKSA66041,종강203,화,13-18
다양성과글로벌리더십," 신인섭, 이진형, 김태희, 김주영", 전체,9,BKSA66042,종강203,목,13-18
창직의길과기회, 안혜진, 전체,9,BKSA63110,산학202,금,07-12
게임과애니메이션, 나호원, 전체,9,BKSA10924,산학223,수,13-16
게임과애니메이션, 나호원, 전체,9,BKSA10924,산학322,화,05-08
경제통합과세계화, 임천석, 전체,9,BKSA10929,종강203,월,01-04
교육과인간, 주민호, 전체,9,BKSA10962,생151,화,03-06
논리와사고, 김화성, 전체,9,BKSA10999,산학215,금,13-16
러시아문화기행, 전병국, 전체,9,BKSA11032,종강202,월,01-04
레저스포츠(스포츠댄스), 진현주, 전체,9,BKSA11036,체육관206,수,13-16
매스미디어론, 정성은, 전체,9,BKSA11040,상허관123,화,13-16
매스미디어론, 정성은, 전체,9,BKSA11040,상허관123,화,09-12
문학과사회, 김진기, 전체,9,BKSA11044,산학222,목,13-16
문학과사회, 김진기, 전체,9,BKSA11044,종강202,화,13-16
문화중국어, 정중석, 전체,9,BKSA11058,산학213,수,13-16
생활과공간, 김진영, 전체,9,BKSA11107,종강210,월,13-16
생활과원예, 류명화, 전체,9,BKSA11111,종강210,화,09-12
생활법률, 황도수, 전체,9,BKSA11118,종강204,수,13-16
생활법률, 황도수, 전체,9,BKSA11118,종강201,화,13-16
생활스포츠(볼링), 임기원, 전체,9,BKSA11125,체육관116,수,09-12
성과문학, 김윤아, 전체,9,BKSA11143,산학215,화,13-16
식생활과건강, 신재형, 전체,9,BKSA11166,종강209,화,09-12
신화와영화, 김윤아, 전체,9,BKSA11170,산학215,화,09-12
신화와영화, 김윤아, 전체,9,BKSA11170,산학215,금,05-08
신화와철학, 김길수, 전체,9,BKSA11172,종강201,수,09-12
신화와철학, 김길수, 전체,9,BKSA11172,종강202,목,09-12
신화와철학, 김길수, 전체,9,BKSA11172,종강208,목,13-16
야외스포츠(골프), 신석환, 전체,9,BKSA11201,체육관107,수,09-12
야외스포츠(골프), 신석환, 전체,9,BKSA11201,체육관107,월,09-12
영양과생활, 황혜정, 전체,9,BKSA11221,산학322,화,09-12
영화로철학하기, 조은평, 전체,9,BKSA11225,산학215,목,13-16
중급일본어, 박경애, 전체,9,BKSA11303,산학218,화,01-04
초급일본어회화1, 박경애, 전체,9,BKSA11336,산학217,화,13-16
초급일본어회화2, 박경애, 전체,9,BKSA11337,산학218,수,13-16
컴퓨터의이해, 김의찬, 전체,9,BKSA11344,종강209,수,09-12
통계학의이해, 국세정, 전체,9,BKSA11349,종강209,목,01-04
현대인과정신건강, 이은주, 전체,9,BKSA11410,종강201,목,05-08
현대인과정신건강, 이은주, 전체,9,BKSA11410,종강201,목,09-12
현대인의다이어트, 김지수, 전체,9,BKSA11411,종강203,화,01-04
현대인의다이어트, 김지수, 전체,9,BKSA11411,종강203,화,09-12
TECHNICAL COMMUNICATION, 이종연, 전체,9,BKSA11433,상허관320,목,11-14
삶과죽음의철학, 서세영, 전체,9,BKSA39515,종강204,목,05-08
이야기와인간관계, 김정은, 전체,9,BKSA39785,종강209,화,05-08
이야기와인간관계, 김정은," 신산업융합학과, K뷰티산업융합학과",9,BKSA39785,산학215,화,22-23
문학과영상, 박재인, 전체,9,BKSA39786,종강209,수,13-16
언론실무전략, 동세호, 전체,9,BKSA40063,종강201,수,13-16
언론실무전략, 류재복, 전체,9,BKSA40063,종강203,목,05-08
생활건강, 신세영, 전체,9,BKSA40082,종강201,수,01-04
생활건강, 진승모," 신산업융합학과, K뷰티산업융합학과",9,BKSA40082,산학215,수,22-23
생활건강, 신세영, 전체,9,BKSA40082,종강202,화,09-12
세계속의한국, 장보원, 전체,9,BKSA45308,상허관324,월,05-08
소비자이슈와사회트렌드," 노영래, 김진영", 전체,9,BKSA46924,종강201,월,09-12
국제무역학입문, 박기임, 전체,9,BKSA49534,종강203,월,13-16
과학의원리, 김지수, 전체,9,BKSA49537,종강210,목,05-08
생명과학과윤리, 김지수, 전체,9,BKSA49538,종강210,목,09-12
산업기술사, 한풍우, 전체,9,BKSA49592,종강208,월,13-16
산업기술사, 한풍우, 전체,9,BKSA49592,종강208,수,05-08
공학기술과경영, 김석준, 전체,9,BKSA49593,산학222,월,05-08
경제학입문, 양용현, 전체,9,BKSA49622,종강208,화,05-08
경제학입문, 심춘수, 전체,9,BKSA49622,종강203,금,05-08
경제학입문, 최윤식, 전체,9,BKSA49622,종강209,목,09-12
과학사, 한풍우, 전체,9,BKSA49623,종강208,월,05-08
과학사, 한풍우, 전체,9,BKSA49623,종강208,수,13-16
언어의세계, 최태환, 전체,9,BKSA49630,산학215,월,13-16
정치학입문, 정성은, 전체,9,BKSA49631,상허관324,수,13-16
정치학입문, 정성은," 신산업융합학과, K뷰티산업융합학과",9,BKSA49631,종강201,수,22-23
대학영어2, 션패트릭스토리, 전체,9,BKSA51400,산학217,금,10-13
야수사회의공익과공공인재, 강황선, 전체,9,BKSA52521,상허관303,수,13-16
미학과공학디자인, 양유진, 전체,9,BKSA52525,산학214,금,05-08
클래식음악여행, 권동현, 전체,9,BKSA53751,산학322,수,05-08
클래식음악여행, 권동현, 전체,9,BKSA53751,산학322,수,01-04
클래식음악여행, 권동현, 전체,9,BKSA53751,산학322,수,09-12
현대인의필수금융법, 미배정, 전체,9,BKSA53990,종강210,화,13-16
한중일전쟁사, 박삼헌, 전체,9,BKSA53991,사117,화,09-12
말과승마, 이가은, 전체,9,BKSA54880,산학221,수,01-06
아시아공동체론," 이현출, 장보원", 전체,9,BKSA54881,상허관106,목,13-16
대중음악으로바라본미국사회, 최하영, 전체,9,BKSA55582,산학223,목,13-16
요가와명상, 정경화, 전체,9,BKSA55584,체육관206,금,13-16
직장생활관련상식법률, 최윤희, 전체,9,BKSA55589,종강201,수,05-08
성의과학적이해, 신세영, 전체,9,BKSA56879,산학214,화,13-16
한국사의새로운이해, 윤혜민, 전체,9,BKSA58236,종강203,월,05-08
한국사의새로운이해, 윤혜민, 전체,9,BKSA58236,종강203,월,09-12
한국사의새로운이해, 윤혜민, 전체,9,BKSA58236,종강203,화,05-08
유학생을위한한국사, 손염홍, 전체,9,BKSA58368,산학202,월,05-08
엑셀과통계를통해본한국사회, 김대환, 전체,9,BKSA58373,상허관224,금,09-12
빅데이터와소비자만족, 조향숙, 전체,9,BKSA58374,산학320,화,13-16
치유를위한현대미술, 최창희, 전체,9,BKSA58382,종강208,월,09-12
재난과안전의골든타임, 신세영, 전체,9,BKSA59380,산학223,화,05-08
재난과안전의골든타임, 신세영, 전체,9,BKSA59380,산학223,수,05-08
소비자마음읽기, 노영래, 전체,9,BKSA59392,종강201,월,01-04
소비트렌드따라잡기, 노영래, 전체,9,BKSA59393,종강201,월,05-08
UNDERSTANDING KOREAN CULTURE, 맥키, 전체,9,BKSA59395,산학215,금,01-04
UNDERSTANDING KOREAN CULTURE, 맥키, 전체,9,BKSA59395,산학215,월,01-04
중급한국어, 손재은, 전체,9,BKSA59396,산학222,수,09-12
초급한국어, 박혜란, 전체,9,BKSA59397,산학208,화,09-12
초급한국어, 박혜란, 전체,9,BKSA59397,산학208,목,09-12
공학도를위한실용법률, 이재경, 전체,9,BKSA59401,종강208,목,09-12
20세기테크놀로지와대중문화, 박삼헌, 전체,9,BKSA60427,사117,수,03-06
국가경쟁력과정부, 강황선, 전체,9,BKSA60431,상허관303,월,13-16
사회과학수학, 이기성, 전체,9,BKSA60435,종강202,수,13-16
재무와회계, 김경화, 전체,9,BKSA60436,종강208,화,09-12
정보통계학, 곽화륜, 전체,9,BKSA60437,상허관103,수,07-10
소비자와기업이함께행복하기, 김미리, 전체,9,BKSA61335,종강210,월,04-06
소비자와기업이함께행복하기, 김미리, 전체,9,BKSA61335,종강210,화,04-06
소비자와기업이함께행복하기, 김미리, 전체,9,BKSA61335,종강210,월,04-06
소비자와기업이함께행복하기, 김미리, 전체,9,BKSA61335,종강210,화,04-06
창의적자기표현의기술, 남영옥, 전체,9,BKSA61347,문209,월,13-16
일감호에서듣는클래식음악, 김홍태, 전체,9,BKSA61404,종강209,월,09-11
일감호에서듣는클래식음악, 김홍태, 전체,9,BKSA61404,종강209,수,09-11
일감호에서듣는클래식음악, 김홍태, 전체,9,BKSA61404,종강209,월,09-11
일감호에서듣는클래식음악, 김홍태, 전체,9,BKSA61404,종강209,수,09-11
상허스콜라리움, 이재경, 전체,9,BKSA61430,산학322,목,13-16
블록체인기술과비즈니스전략, 홍성호, 전체,9,BKSA62126,산학218,목,01-06
청년창업과기업가정신, 이신화, 전체,9,BKSA62129,산학220,수,13-18
"사랑,삶의재발견", 임지연, 전체,9,BKSA62218,종강209,수,05-08
대화의지혜와기법, 손재은, 전체,9,BKSA63033,종강201,금,09-12
대화의지혜와기법, 최수진, 전체,9,BKSA63033,산학215,목,01-04
대화의지혜와기법, 최수진, 전체,9,BKSA63033,산학215,목,05-08
한국문학의재발견, 김정은, 전체,9,BKSA63034,종강209,월,05-08
윤리와삶, 김도식, 전체,9,BKSA63035,종강202,월,13-16
윤리와삶, 박민경, 전체,9,BKSA63035,종강208,화,13-16
철학산책, 김도식, 전체,9,BKSA63036,종강202,수,01-04
인간과지구, 허인혜, 전체,9,BKSA63038,종강209,화,13-16
생활속의부동산, 신은정," 신산업융합학과, K뷰티산업융합학과",9,BKSA63041,종강201,화,22-23
생활속의부동산, 신은정, 전체,9,BKSA63041,부103,화,01-04
젠더와사회, 장보원, 전체,9,BKSA63046,상허관324,월,09-12
디자인과트렌드, 이은아, 전체,9,BKSA63047,산학215,수,09-12
디자인과트렌드, 오가영, 전체,9,BKSA63047,산학223,월,01-04
패션과스타일링," 송연비, 이주현", 전체,9,BKSA63048,산학223,금,01-04
패션과스타일링," 김만희, 우승현", 전체,9,BKSA63048,산학223,목,05-08
예술과리빙트렌드, 조서현, 전체,9,BKSA63049,산학223,수,09-12
예술과리빙트렌드, 조서현, 전체,9,BKSA63049,산학322,목,09-12
예술과리빙트렌드, 조서현," 신산업융합학과, K뷰티산업융합학과",9,BKSA63049,산학215,목,22-23
현대예술과미학, 김은영, 전체,9,BKSA63050,종강203,목,09-12
영화감상과비평, 이주연, 전체,9,BKSA63051,산학223,월,05-08
영화감상과비평, 이주연, 전체,9,BKSA63051,산학223,목,09-12
영화감상과비평, 신양섭, 전체,9,BKSA63051,산학223,화,09-12
영화감상과비평, 신양섭, 전체,9,BKSA63051,산학223,화,13-16
인간행동과사고의심리학, 이승진, 전체,9,BKSA63056,산학214,월,13-16
생활경제증권투자, 신우용, 전체,9,BKSA63089,종강202,화,01-04
생활경제증권투자, 윤병조, 전체,9,BKSA63089,종강209,월,01-04
대학생이알아야할기업경영, 엄재근, 전체,9,BKSA63091,산학214,화,05-08
법이란무엇인가, 이재경, 전체,9,BKSA63094,종강201,화,05-08
법이란무엇인가, 황도수, 전체,9,BKSA63094,종강201,목,13-16
법이란무엇인가, 이재경," 신산업융합학과, K뷰티산업융합학과",9,BKSA63094,종강210,화,22-23
대학생이알아야할정부경영, 백형배, 전체,9,BKSA63097,종강210,목,13-16
글로벌스타트업세미나, 위강순, 전체,9,BKSA63111,종강204,목,13-16
기술창업:지식서비스, 조현복, 전체,9,BKSA63115,산학218,수,07-12
창업금융과투자, 홍성호, 전체,9,BKSA63118,산학215,목,09-12
창업기획및실행, 강기석, 전체,9,BKSA63119,산학213,월,01-06
창직과창업로드맵, 정현호, 전체,9,BKSA63120,산학213,월,07-12
상실과회복, 김길수, 전체,9,BKSA63123,새1211,목,03-06
생애주기별영양과운동, 황혜정, 전체,9,BKSA63124,산학215,수,13-16
키워드로보는한국정치(국제), 김용민, 전체,9,BKSA64306,종강209,월,13-16
